127.0.0.1, 2013-03-04 11:41:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.378091
142.104.99.57, 2013-04-08 13:22:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.006859
142.104.99.57, 2013-04-08 13:22:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.006995
142.104.99.57, 2013-04-08 13:22:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000314
142.104.99.57, 2013-04-08 13:22:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000325
142.104.99.57, 2013-04-08 13:22:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.006865
142.104.99.57, 2013-04-08 13:22:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000316
142.104.99.57, 2013-04-08 13:22:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.006849
142.104.99.57, 2013-04-08 13:22:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000323
142.104.99.57, 2013-04-08 13:22:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.006821
142.104.99.57, 2013-04-08 13:22:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000331
142.104.99.57, 2013-04-08 13:22:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.006876
142.104.99.57, 2013-04-08 13:22:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000330
142.104.99.57, 2013-04-08 13:22:41, GET, /cqg/quiz, HTTP/1.1, 200, 0.007008
142.104.99.57, 2013-04-08 13:22:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
142.104.99.57, 2013-04-08 13:22:41, GET, /cqg/quiz, HTTP/1.1, 200, 0.006835
142.104.99.57, 2013-04-08 13:22:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000328
142.104.99.57, 2013-04-08 13:22:45, GET, /cqg/quiz, HTTP/1.1, 200, 0.007142
142.104.99.57, 2013-04-08 13:22:45, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
142.104.99.57, 2013-04-08 13:22:45, GET, /cqg/quiz, HTTP/1.1, 200, 0.006911
142.104.99.57, 2013-04-08 13:22:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.99.57, 2013-04-08 13:22:46, GET, /cqg/quiz, HTTP/1.1, 200, 0.007882
142.104.99.57, 2013-04-08 13:22:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
142.104.99.57, 2013-04-08 13:22:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.007148
142.104.99.57, 2013-04-08 13:22:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.99.57, 2013-04-08 13:22:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.006917
142.104.99.57, 2013-04-08 13:22:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000328
142.104.99.57, 2013-04-08 13:22:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.006827
142.104.99.57, 2013-04-08 13:22:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
142.104.99.57, 2013-04-08 13:22:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.007026
142.104.99.57, 2013-04-08 13:22:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.99.57, 2013-04-08 13:22:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.006785
142.104.99.57, 2013-04-08 13:22:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
142.104.99.57, 2013-04-08 13:22:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.006830
142.104.99.57, 2013-04-08 13:22:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000345
142.104.99.57, 2013-04-08 13:22:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.007516
142.104.99.57, 2013-04-08 13:22:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000317
142.104.99.57, 2013-04-08 13:22:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.006965
142.104.99.57, 2013-04-08 13:22:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000333
142.104.99.57, 2013-04-08 13:22:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.007142
142.104.99.57, 2013-04-08 13:22:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000351
142.104.99.57, 2013-04-08 13:22:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.007490
142.104.99.57, 2013-04-08 13:22:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.99.57, 2013-04-08 13:22:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.006961
142.104.99.57, 2013-04-08 13:22:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
142.104.99.57, 2013-04-08 13:22:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.007834
142.104.99.57, 2013-04-08 13:22:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
142.104.99.57, 2013-04-08 13:22:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.006968
142.104.99.57, 2013-04-08 13:22:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000331
142.104.99.57, 2013-04-08 13:22:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.007026
142.104.99.57, 2013-04-08 13:22:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000337
142.104.99.57, 2013-04-08 13:22:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.006863
142.104.99.57, 2013-04-08 13:22:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
142.104.99.57, 2013-04-08 13:22:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.006899
142.104.99.57, 2013-04-08 13:22:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000334
142.104.99.57, 2013-04-08 13:22:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.006868
142.104.99.57, 2013-04-08 13:22:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
142.104.99.57, 2013-04-08 13:22:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.006888
142.104.99.57, 2013-04-08 13:22:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000344
142.104.99.57, 2013-04-08 13:22:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.007038
142.104.99.57, 2013-04-08 13:22:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
142.104.99.57, 2013-04-08 13:22:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.006904
142.104.99.57, 2013-04-08 13:22:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
142.104.99.57, 2013-04-08 13:22:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.006894
142.104.99.57, 2013-04-08 13:22:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.99.57, 2013-04-08 13:22:51, GET, /cqg/quiz, HTTP/1.1, 200, 0.006928
142.104.99.57, 2013-04-08 13:22:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000337
142.104.99.57, 2013-04-08 13:22:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.007080
142.104.99.57, 2013-04-08 13:22:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
142.104.99.57, 2013-04-08 13:22:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.007774
142.104.99.57, 2013-04-08 13:22:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.006941
142.104.99.57, 2013-04-08 13:22:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000331
142.104.99.57, 2013-04-08 13:22:52, GET, /cqg/quiz, HTTP/1.1, 200, 0.006960
142.104.99.57, 2013-04-08 13:22:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
142.104.72.24, 2013-04-08 13:26:37, GET, /cqg/quiz, HTTP/1.1, 200, 0.059395
142.104.72.24, 2013-04-08 13:26:37, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.72.24, 2013-04-08 13:26:37, GET, /favicon.ico, HTTP/1.1, 400, 0.000307
142.104.72.24, 2013-04-08 13:26:43, GET, /cqg/quiz, HTTP/1.1, 200, 0.007303
142.104.72.24, 2013-04-08 13:26:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.007236
142.104.72.24, 2013-04-08 13:34:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.012307
142.104.72.24, 2013-04-08 13:34:15, GET, /cqg/quiz, HTTP/1.1, 200, 0.012630
142.104.72.24, 2013-04-08 13:38:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.012567
142.104.72.24, 2013-04-08 13:38:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.007619
142.104.72.24, 2013-04-08 13:39:24, GET, /cqg/quiz, HTTP/1.1, 200, 0.012364
142.104.72.24, 2013-04-08 13:39:26, GET, /cqg/quiz, HTTP/1.1, 200, 0.007616
142.104.72.24, 2013-04-08 13:43:18, GET, /cqg/quiz, HTTP/1.1, 200, 0.013357
142.104.72.24, 2013-04-08 13:43:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.007651
142.104.72.24, 2013-04-08 13:46:32, GET, /cqg/quiz, HTTP/1.1, 200, 0.026808
142.104.72.24, 2013-04-08 13:46:34, GET, /cqg/quiz, HTTP/1.1, 200, 0.007358
142.104.72.24, 2013-04-08 13:52:55, GET, /cqg/quiz, HTTP/1.1, 200, 0.012251
142.104.72.24, 2013-04-08 13:52:56, GET, /cqg/quiz, HTTP/1.1, 200, 0.007585
142.104.72.24, 2013-04-08 13:53:15, GET, /cqg/quiz, HTTP/1.1, 200, 0.007300
142.104.72.24, 2013-04-08 13:53:17, GET, /cqg/quiz, HTTP/1.1, 200, 0.007689
142.104.72.24, 2013-04-08 13:56:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.012267
142.104.72.24, 2013-04-08 13:56:43, GET, /cqg/quiz, HTTP/1.1, 200, 0.012584
142.104.72.24, 2013-04-08 13:56:44, GET, /cqg/quiz, HTTP/1.1, 200, 0.012555
142.104.72.24, 2013-04-08 13:57:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.012516
142.104.72.24, 2013-04-08 14:00:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.012568
142.104.72.24, 2013-04-08 14:00:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.007672
142.104.72.24, 2013-04-08 14:08:28, GET, /cqg/quiz, HTTP/1.1, 200, 0.012192
142.104.104.116, 2013-04-08 14:10:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.007897
142.104.104.116, 2013-04-08 14:10:21, GET, /favicon.ico, HTTP/1.1, 400, 0.000330
142.104.104.116, 2013-04-08 14:10:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.007308
142.104.104.116, 2013-04-08 14:10:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000315
142.104.104.85, 2013-04-08 14:10:34, GET, /cqg/quiz, HTTP/1.1, 200, 0.002682
142.104.104.85, 2013-04-08 14:10:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000325
142.104.104.116, 2013-04-08 14:10:36, GET, /cqg/quiz, HTTP/1.1, 200, 0.013247
142.104.104.116, 2013-04-08 14:10:36, GET, /favicon.ico, HTTP/1.1, 400, 0.000365
142.104.104.85, 2013-04-08 14:10:38, GET, /cqg/quiz, HTTP/1.1, 200, 0.059653
142.104.104.85, 2013-04-08 14:10:38, GET, /favicon.ico, HTTP/1.1, 400, 0.000330
142.104.104.85, 2013-04-08 14:11:09, GET, /cqg/quiz, HTTP/1.1, 200, 0.062490
142.104.104.85, 2013-04-08 14:11:16, GET, /cqg/quiz, HTTP/1.1, 200, 0.062069
142.104.72.24, 2013-04-08 14:11:18, GET, /cqg/quiz, HTTP/1.1, 200, 0.012418
142.104.72.24, 2013-04-08 14:11:20, GET, /cqg/quiz, HTTP/1.1, 200, 0.007585
142.104.72.24, 2013-04-08 14:12:56, GET, /cqg/quiz, HTTP/1.1, 200, 0.012283
142.104.72.24, 2013-04-08 14:13:07, GET, /cqg/quiz, HTTP/1.1, 200, 0.012537
142.104.72.24, 2013-04-08 14:13:16, GET, /cqg/quiz, HTTP/1.1, 200, 0.012532
142.104.72.24, 2013-04-08 14:13:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.012726
142.104.72.24, 2013-04-08 14:13:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.007640
142.104.104.116, 2013-04-08 14:14:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.013307
142.104.104.116, 2013-04-08 14:14:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000352
142.104.104.116, 2013-04-08 14:14:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.012502
142.104.104.116, 2013-04-08 14:14:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000357
142.104.104.116, 2013-04-08 14:14:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.012329
142.104.104.116, 2013-04-08 14:14:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000371
142.104.104.116, 2013-04-08 14:14:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.012309
142.104.104.116, 2013-04-08 14:14:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.012380
142.104.104.116, 2013-04-08 14:14:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000379
142.104.104.116, 2013-04-08 14:14:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000332
142.104.104.116, 2013-04-08 14:14:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.012272
142.104.104.116, 2013-04-08 14:14:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000365
142.104.104.116, 2013-04-08 14:14:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.012293
142.104.104.116, 2013-04-08 14:14:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000377
142.104.104.116, 2013-04-08 14:14:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.012429
142.104.104.116, 2013-04-08 14:14:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000362
142.104.104.116, 2013-04-08 14:15:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.012623
142.104.104.116, 2013-04-08 14:15:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000371
142.104.104.116, 2013-04-08 14:15:03, GET, /cqg/quiz, HTTP/1.1, 200, 0.012519
142.104.104.116, 2013-04-08 14:15:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000374
142.104.104.116, 2013-04-08 14:15:03, GET, /cqg/quiz, HTTP/1.1, 200, 0.012282
142.104.104.116, 2013-04-08 14:15:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000372
142.104.104.116, 2013-04-08 14:15:04, GET, /cqg/quiz, HTTP/1.1, 200, 0.008477
142.104.104.116, 2013-04-08 14:15:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
142.104.104.85, 2013-04-08 14:19:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.007273
142.104.104.85, 2013-04-08 14:19:54, GET, /cqg/quiz, HTTP/1.1, 200, 0.007295
142.104.72.24, 2013-04-08 14:20:44, GET, /cqg/quiz, HTTP/1.1, 200, 0.012232
142.104.72.24, 2013-04-08 14:20:46, GET, /cqg/quiz, HTTP/1.1, 200, 0.007607
142.104.72.24, 2013-04-08 14:20:48, GET, /cqg/quiz, HTTP/1.1, 200, 0.007303
142.104.72.24, 2013-04-08 14:20:50, GET, /cqg/quiz, HTTP/1.1, 200, 0.007281
142.104.104.116, 2013-04-08 14:21:24, GET, /cqg/quiz, HTTP/1.1, 200, 0.012601
142.104.104.116, 2013-04-08 14:21:24, GET, /favicon.ico, HTTP/1.1, 400, 0.000369
142.104.104.116, 2013-04-08 14:21:25, GET, /cqg/quiz, HTTP/1.1, 200, 0.007591
142.104.104.116, 2013-04-08 14:21:25, GET, /favicon.ico, HTTP/1.1, 400, 0.000321
142.104.104.116, 2013-04-08 14:21:32, GET, /cqg/quiz, HTTP/1.1, 200, 0.007348
142.104.104.116, 2013-04-08 14:21:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000335
142.104.104.116, 2013-04-08 14:21:35, GET, /cqg/quiz, HTTP/1.1, 200, 0.007280
142.104.104.116, 2013-04-08 14:21:36, GET, /favicon.ico, HTTP/1.1, 400, 0.000331
142.104.72.24, 2013-04-08 14:21:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.012263
142.104.72.24, 2013-04-08 14:21:41, GET, /cqg/quiz, HTTP/1.1, 200, 0.008534
142.104.104.85, 2013-04-08 14:22:26, GET, /cqg/quiz, HTTP/1.1, 200, 0.012536
142.104.104.85, 2013-04-08 14:22:28, GET, /cqg/quiz, HTTP/1.1, 200, 0.007563
142.104.104.116, 2013-04-08 14:23:56, GET, /cqg/quiz, HTTP/1.1, 200, 0.012364
142.104.104.116, 2013-04-08 14:23:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000364
142.104.104.116, 2013-04-08 14:24:08, GET, /cqg/quiz, HTTP/1.1, 200, 0.007620
142.104.104.116, 2013-04-08 14:24:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000325
142.104.104.116, 2013-04-08 14:24:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.007366
142.104.104.116, 2013-04-08 14:24:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000331
142.104.104.85, 2013-04-08 14:24:18, GET, /cqg/quiz, HTTP/1.1, 200, 0.012224
142.104.108.55, 2013-04-08 14:24:47, GET, /cqg/quiz, HTTP/1.1, 303, 0.003006
142.104.108.55, 2013-04-08 14:24:47, GET, /cqg/default/index, HTTP/1.1, 200, 0.001917
142.104.108.55, 2013-04-08 14:24:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000358
142.104.108.55, 2013-04-08 14:25:16, GET, /cqg/quiz, HTTP/1.1, 200, 0.060754
142.104.108.55, 2013-04-08 14:25:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000345
142.104.108.55, 2013-04-08 14:25:19, GET, /cqg/quiz, HTTP/1.1, 200, 0.007338
142.104.108.55, 2013-04-08 14:25:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000360
142.104.108.55, 2013-04-08 14:25:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.007305
142.104.108.55, 2013-04-08 14:25:21, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
142.104.108.55, 2013-04-08 14:25:23, GET, /cqg/quiz, HTTP/1.1, 200, 0.007261
142.104.108.55, 2013-04-08 14:25:23, GET, /favicon.ico, HTTP/1.1, 400, 0.000321
142.104.104.85, 2013-04-08 14:26:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.012321
142.104.104.85, 2013-04-08 14:26:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.007625
142.104.72.24, 2013-04-08 14:26:26, GET, /cqg/quiz, HTTP/1.1, 200, 0.012204
142.104.72.24, 2013-04-08 14:27:00, GET, /cqg/quiz, HTTP/1.1, 200, 0.012496
142.104.72.24, 2013-04-08 14:27:19, GET, /cqg/quiz, HTTP/1.1, 200, 0.007609
142.104.104.85, 2013-04-08 14:27:33, GET, /cqg/quiz, HTTP/1.1, 200, 0.012205
142.104.104.85, 2013-04-08 14:27:36, GET, /cqg/quiz, HTTP/1.1, 200, 0.012499
142.104.104.85, 2013-04-08 14:27:39, GET, /cqg/quiz, HTTP/1.1, 200, 0.007580
142.104.72.24, 2013-04-08 14:27:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.013192
142.104.72.24, 2013-04-08 14:27:42, GET, /cqg/quiz, HTTP/1.1, 200, 0.007816
142.104.72.24, 2013-04-08 14:28:04, GET, /cqg/quiz, HTTP/1.1, 200, 0.012571
142.104.72.24, 2013-04-08 14:28:05, GET, /cqg/quiz, HTTP/1.1, 200, 0.007885
142.104.72.24, 2013-04-08 14:28:27, GET, /cqg/quiz, HTTP/1.1, 200, 0.012596
142.104.72.24, 2013-04-08 14:28:28, GET, /cqg/quiz, HTTP/1.1, 200, 0.007793
142.104.72.24, 2013-04-08 14:29:07, GET, /cqg/quiz, HTTP/1.1, 200, 0.012376
142.104.104.85, 2013-04-08 14:29:08, GET, /cqg/quiz, HTTP/1.1, 200, 0.012498
142.104.72.24, 2013-04-08 14:29:09, GET, /cqg/quiz, HTTP/1.1, 200, 0.007703
142.104.104.85, 2013-04-08 14:29:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.012245
142.104.104.85, 2013-04-08 14:29:12, GET, /cqg/quiz, HTTP/1.1, 200, 0.012628
142.104.104.85, 2013-04-08 14:29:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.012469
142.104.104.85, 2013-04-08 14:29:13, GET, /cqg/quiz, HTTP/1.1, 200, 0.013339
142.104.104.85, 2013-04-08 14:29:15, GET, /cqg/quiz, HTTP/1.1, 200, 0.013831
142.104.104.85, 2013-04-08 14:29:15, GET, /cqg/quiz, HTTP/1.1, 200, 0.024993
142.104.72.24, 2013-04-08 14:29:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.012818
142.104.72.24, 2013-04-08 14:29:53, GET, /cqg/quiz, HTTP/1.1, 200, 0.012795
142.104.72.24, 2013-04-08 14:29:53, GET, /cqg/quiz, HTTP/1.1, 200, 0.012566
142.104.104.116, 2013-04-08 14:30:38, GET, /cqg/quiz, HTTP/1.1, 200, 0.012583
142.104.104.116, 2013-04-08 14:30:38, GET, /favicon.ico, HTTP/1.1, 400, 0.000370
142.104.104.116, 2013-04-08 14:30:40, GET, /cqg/quiz, HTTP/1.1, 200, 0.007590
142.104.104.116, 2013-04-08 14:30:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000326
142.104.104.85, 2013-04-08 14:31:26, GET, /cqg/quiz, HTTP/1.1, 200, 0.012306
142.104.72.24, 2013-04-08 14:31:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.012679
142.104.104.116, 2013-04-08 14:31:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.007617
142.104.104.116, 2013-04-08 14:31:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000332
142.104.72.24, 2013-04-08 14:32:59, GET, /cqg/quiz, HTTP/1.1, 200, 0.012428
142.104.104.85, 2013-04-08 14:34:09, GET, /cqg/quiz, HTTP/1.1, 200, 0.013622
142.104.104.85, 2013-04-08 14:34:10, GET, /cqg/quiz, HTTP/1.1, 200, 0.007625
206.12.50.88, 2013-04-08 14:36:53, GET, /cqg/quiz, HTTP/1.1, 200, 0.007341
206.12.50.88, 2013-04-08 14:36:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000343
206.12.50.88, 2013-04-08 14:36:54, GET, /cqg/quiz, HTTP/1.1, 200, 0.007304
206.12.50.88, 2013-04-08 14:36:54, GET, /favicon.ico, HTTP/1.1, 400, 0.000327
206.12.50.88, 2013-04-08 14:36:56, GET, /cqg/quiz, HTTP/1.1, 200, 0.007299
206.12.50.88, 2013-04-08 14:36:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000340
206.12.50.88, 2013-04-08 14:36:58, GET, /cqg/quiz, HTTP/1.1, 200, 0.007279
206.12.50.88, 2013-04-08 14:36:58, GET, /favicon.ico, HTTP/1.1, 400, 0.000324
142.104.104.85, 2013-04-08 14:37:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.026917
142.104.104.85, 2013-04-08 14:37:24, GET, /cqg/quiz, HTTP/1.1, 200, 0.007375
142.104.220.140, 2013-04-08 14:39:58, GET, /cqg/quiz, HTTP/1.1, 200, 0.007448
142.104.220.140, 2013-04-08 14:39:58, GET, /favicon.ico, HTTP/1.1, 400, 0.000335
142.104.220.140, 2013-04-08 14:40:06, GET, /cqg/quiz, HTTP/1.1, 200, 0.012354
142.104.220.140, 2013-04-08 14:40:07, GET, /favicon.ico, HTTP/1.1, 400, 0.000367
142.104.220.140, 2013-04-08 14:40:08, GET, /cqg/quiz, HTTP/1.1, 200, 0.008128
142.104.220.140, 2013-04-08 14:40:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
142.104.220.140, 2013-04-08 14:40:29, GET, /cqg/quiz, HTTP/1.1, 200, 0.012360
142.104.220.140, 2013-04-08 14:40:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000362
142.104.220.140, 2013-04-08 14:40:30, GET, /cqg/quiz, HTTP/1.1, 200, 0.007706
142.104.220.140, 2013-04-08 14:40:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000335
142.104.104.85, 2013-04-08 14:40:37, GET, /cqg/quiz, HTTP/1.1, 200, 0.012302
142.104.104.85, 2013-04-08 14:40:38, GET, /cqg/quiz, HTTP/1.1, 200, 0.007634
142.104.220.140, 2013-04-08 14:41:54, GET, /cqg/quiz, HTTP/1.1, 200, 0.012440
142.104.220.140, 2013-04-08 14:41:54, GET, /favicon.ico, HTTP/1.1, 400, 0.000353
142.104.220.140, 2013-04-08 14:42:32, GET, /cqg/quiz, HTTP/1.1, 200, 0.012666
142.104.220.140, 2013-04-08 14:42:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000366
142.104.220.140, 2013-04-08 14:42:33, GET, /cqg/quiz, HTTP/1.1, 200, 0.012621
142.104.220.140, 2013-04-08 14:42:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000367
142.104.220.140, 2013-04-08 14:42:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.012643
142.104.220.140, 2013-04-08 14:42:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000357
142.104.104.85, 2013-04-08 14:43:22, GET, /cqg/quiz, HTTP/1.1, 200, 0.012431
142.104.104.85, 2013-04-08 14:43:25, GET, /cqg/quiz, HTTP/1.1, 200, 0.008451
142.104.104.85, 2013-04-08 14:49:55, GET, /cqg/quiz, HTTP/1.1, 200, 0.012347
142.104.104.85, 2013-04-08 14:49:58, GET, /cqg/quiz, HTTP/1.1, 200, 0.007612
142.104.104.85, 2013-04-08 14:50:29, GET, /cqg/quiz, HTTP/1.1, 200, 0.007321
142.104.104.85, 2013-04-08 14:50:31, GET, /cqg/quiz, HTTP/1.1, 200, 0.007300
142.104.104.85, 2013-04-08 14:51:20, GET, /cqg/quiz, HTTP/1.1, 200, 0.012224
142.104.104.85, 2013-04-08 14:51:21, GET, /cqg/quiz, HTTP/1.1, 200, 0.007617
142.104.104.85, 2013-04-08 14:51:35, GET, /cqg/quiz, HTTP/1.1, 200, 0.012269
142.104.104.85, 2013-04-08 14:52:04, GET, /cqg/quiz, HTTP/1.1, 200, 0.012534
142.104.104.85, 2013-04-08 14:52:16, GET, /cqg/quiz, HTTP/1.1, 200, 0.012526
142.104.104.85, 2013-04-08 14:52:47, GET, /cqg/quiz, HTTP/1.1, 200, 0.012496
142.104.104.85, 2013-04-08 14:52:49, GET, /cqg/quiz, HTTP/1.1, 200, 0.007647
142.104.104.85, 2013-04-08 14:53:11, GET, /cqg/quiz, HTTP/1.1, 200, 0.013179
142.104.104.85, 2013-04-08 14:53:14, GET, /cqg/quiz, HTTP/1.1, 200, 0.012584
142.104.104.85, 2013-04-08 14:53:17, GET, /cqg/quiz, HTTP/1.1, 200, 0.012605
142.104.104.85, 2013-04-08 14:53:18, GET, /cqg/quiz, HTTP/1.1, 200, 0.007637
142.104.104.85, 2013-04-08 14:53:28, GET, /cqg/quiz, HTTP/1.1, 200, 0.012253
142.104.104.85, 2013-04-08 14:53:34, GET, /cqg/quiz, HTTP/1.1, 200, 0.012562
142.104.104.85, 2013-04-08 14:53:38, GET, /cqg/quiz, HTTP/1.1, 200, 0.012563
142.104.104.85, 2013-04-08 14:53:55, GET, /cqg/quiz, HTTP/1.1, 200, 0.012516
142.104.104.85, 2013-04-08 14:53:57, GET, /cqg/quiz, HTTP/1.1, 200, 0.012508
142.104.104.85, 2013-04-08 14:54:00, GET, /cqg/quiz, HTTP/1.1, 200, 0.012548
142.104.104.85, 2013-04-08 14:54:02, GET, /cqg/quiz, HTTP/1.1, 200, 0.012495
